1899 13838
184 1152 1.0
184 1235 1.0
184 1264 1.0
184 1300 6.0
184 1314 2.0
184 1326 2.0
184 1399 12.0
184 1511 1.0
184 1521 1.0
184 1532 1.0
184 1647 2.0
184 1841 1.0
184 1843 1.0
184 1879 1.0
185 20 2.0
185 244 1.0
186 150 1.0
186 295 7.0
186 381 1.0
186 612 2.0
187 29 1.0
187 53 6.0
187 132 4.0
187 270 1.0
187 274 1.0
187 476 1.0
187 499 8.0
187 601 3.0
187 645 1.0
187 1105 1.0
187 1363 1.0
187 1394 2.0
187 1406 4.0
187 1420 2.0
189 3 10.0
190 1236 3.0
192 3 2.0
192 5 3.0
192 39 1.0
192 1002 2.0
193 2 1.0
194 13 1.0
194 47 1.0
194 48 1.0
194 119 1.0
194 195 1.0
194 199 2.0
194 201 1.0
194 213 1.0
194 214 1.0
194 217 1.0
194 219 1.0
194 221 1.0
194 222 1.0
194 229 1.0
194 230 1.0
194 231 1.0
196 41 1.0
196 76 1.0
196 194 8.0
196 443 3.0
196 543 1.0
196 864 1.0
197 194 4.0
197 321 1.0
197 574 7.0
197 631 1.0
197 642 1.0
197 755 1.0
197 951 1.0
198 105 1.0
198 194 1.0
198 196 2.0
198 267 1.0
198 548 1.0
200 9 1.0
200 45 1.0
200 194 4.0
200 232 1.0
200 268 1.0
200 274 4.0
200 275 3.0
200 322 1.0
200 351 1.0
200 411 1.0
200 509 2.0
200 511 4.0
200 755 1.0
201 266 2.0
201 334 1.0
201 448 2.0
201 449 42.0
201 654 1.0
201 894 1.0
202 16 6.0
202 40 13.0
202 48 3.0
202 50 2.0
202 59 4.0
202 61 3.0
202 66 4.0
202 90 1.0
202 194 18.0
202 196 16.0
202 197 1.0
202 204 1.0
202 214 3.0
202 216 5.0
202 222 1.0
202 237 1.0
202 263 10.0
202 270 2.0
202 293 3.0
202 314 13.0
202 441 2.0
202 701 5.0
202 708 2.0
202 865 1.0
202 874 2.0
202 1068 1.0
202 1157 3.0
202 1288 1.0
202 1291 1.0
203 38 11.0
203 194 2.0
203 574 2.0
204 194 1.0
204 237 1.0
204 263 3.0
204 293 2.0
204 868 3.0
205 7 2.0
205 21 2.0
205 45 2.0
205 58 4.0
205 63 3.0
205 125 1.0
205 194 2.0
205 268 1.0
205 274 26.0
205 275 1.0
205 309 13.0
205 310 1.0
205 447 3.0
205 453 3.0
205 541 1.0
205 557 1.0
205 630 1.0
205 695 1.0
205 764 1.0
205 798 1.0
205 801 1.0
205 815 1.0
205 1069 1.0
205 1439 1.0
206 42 3.0
206 45 13.0
206 48 1.0
206 52 2.0
206 194 18.0
206 203 1.0
206 233 1.0
206 263 13.0
206 314 11.0
206 520 1.0
206 621 3.0
206 626 1.0
206 699 2.0
206 876 4.0
206 1065 3.0
206 1066 2.0
206 1075 1.0
207 43 2.0
207 72 1.0
207 74 1.0
207 194 1.0
207 197 2.0
207 865 1.0
207 953 1.0
207 1245 1.0
207 1400 1.0
208 58 2.0
208 66 2.0
208 77 3.0
208 194 2.0
208 202 8.0
208 629 2.0
208 699 3.0
208 1066 2.0
209 5 7.0
209 77 1.0
209 194 11.0
209 205 4.0
209 237 20.0
209 270 3.0
209 445 7.0
209 626 1.0
209 865 4.0
209 954 8.0
210 4 1.0
210 11 1.0
210 194 2.0
210 314 2.0
211 194 13.0
211 202 14.0
211 573 2.0
211 1509 1.0
212 43 2.0
212 58 4.0
212 69 3.0
212 71 7.0
212 80 4.0
212 194 6.0
212 202 1.0
212 206 1.0
212 274 1.0
212 315 6.0
212 316 7.0
212 317 2.0
212 321 1.0
212 332 1.0
212 334 1.0
212 352 1.0
212 451 25.0
212 520 2.0
212 558 1.0
212 628 1.0
212 646 1.0
212 959 1.0
213 55 1.0
213 91 1.0
213 202 19.0
213 460 1.0
213 796 1.0
213 869 1.0
213 972 3.0
213 1111 2.0
213 1156 5.0
214 626 3.0
215 38 3.0
215 51 3.0
215 72 3.0
215 194 3.0
215 198 6.0
215 202 2.0
215 203 1.0
215 205 4.0
215 211 8.0
215 214 1.0
215 227 1.0
215 232 2.0
215 307 5.0
215 312 2.0
215 445 1.0
215 457 1.0
215 516 3.0
215 626 1.0
215 633 3.0
215 877 1.0
215 950 3.0
215 1313 1.0
216 38 4.0
216 43 5.0
216 66 11.0
216 76 1.0
216 194 9.0
216 208 2.0
216 209 3.0
216 215 2.0
216 219 1.0
216 274 1.0
216 295 2.0
216 330 1.0
216 521 9.0
216 617 1.0
216 632 2.0
216 646 1.0
216 699 5.0
216 755 1.0
216 766 1.0
216 957 1.0
216 1103 1.0
216 1288 1.0
216 1421 1.0
217 58 1.0
218 71 6.0
218 87 7.0
218 194 3.0
218 213 4.0
218 325 1.0
218 520 5.0
218 534 8.0
218 796 1.0
218 903 1.0
218 1066 2.0
218 1253 1.0
220 194 2.0
220 918 1.0
221 83 1.0
222 16 3.0
222 886 1.0
223 55 5.0
223 68 1.0
223 83 1.0
223 194 2.0
223 217 1.0
223 288 2.0
223 332 1.0
223 628 3.0
223 747 3.0
223 1378 2.0
223 1603 1.0
224 5 2.0
224 76 2.0
224 95 1.0
224 194 3.0
224 213 2.0
224 336 2.0
224 1111 2.0
224 1519 1.0
225 6 2.0
225 21 29.0
225 62 1.0
225 83 1.0
225 100 1.0
225 102 1.0
225 194 1.0
225 198 2.0
225 202 3.0
225 205 4.0
225 215 2.0
225 216 1.0
225 348 1.0
225 381 1.0
225 396 1.0
225 462 1.0
225 626 2.0
225 633 4.0
225 950 2.0
225 966 1.0
225 1005 1.0
225 1245 1.0
225 1512 1.0
226 38 1.0
226 45 6.0
226 62 2.0
226 77 3.0
226 88 8.0
226 100 3.0
226 117 3.0
226 194 2.0
226 445 2.0
226 626 9.0
226 719 1.0
226 760 6.0
226 795 3.0
226 797 1.0
226 865 2.0
226 887 9.0
226 918 5.0
226 954 3.0
226 1156 2.0
226 1194 3.0
226 1209 3.0
226 1254 1.0
226 1279 4.0
226 1287 2.0
227 100 9.0
227 194 13.0
227 200 3.0
227 202 11.0
227 205 2.0
227 236 4.0
227 244 3.0
227 445 7.0
227 641 4.0
227 691 55.0
227 713 2.0
227 719 4.0
227 868 13.0
227 903 1.0
227 1209 9.0
227 1254 3.0
227 1392 2.0
228 21 23.0
228 24 3.0
228 77 3.0
228 88 1.0
228 95 2.0
228 104 1.0
228 194 6.0
228 196 12.0
228 197 8.0
228 215 1.0
228 225 3.0
228 227 4.0
228 236 8.0
228 244 2.0
228 337 7.0
228 471 10.0
228 719 1.0
228 760 2.0
228 761 2.0
228 865 3.0
228 903 6.0
228 907 7.0
228 1156 8.0
228 1474 1.0
231 19 1.0
231 106 1.0
231 325 2.0
231 369 3.0
231 462 2.0
231 574 2.0
232 195 1.0
232 234 1.0
233 16 1.0
233 19 5.0
233 41 4.0
233 45 2.0
233 108 9.0
233 216 1.0
233 219 3.0
233 232 4.0
233 259 1.0
233 261 1.0
233 266 7.0
233 269 1.0
233 275 8.0
233 276 2.0
233 290 1.0
233 299 1.0
233 316 1.0
233 333 4.0
233 338 9.0
233 356 1.0
233 358 1.0
233 369 3.0
233 407 1.0
233 430 1.0
233 431 1.0
233 448 1.0
233 459 1.0
233 484 5.0
233 486 1.0
233 507 2.0
233 508 6.0
233 509 1.0
233 510 1.0
233 512 1.0
233 513 1.0
233 514 1.0
233 515 8.0
233 517 1.0
233 518 2.0
233 519 1.0
233 520 11.0
233 521 2.0
233 522 1.0
233 523 1.0
233 524 2.0
233 525 2.0
233 527 1.0
233 528 1.0
233 529 1.0
233 530 1.0
233 531 1.0
233 532 2.0
233 534 15.0
233 535 4.0
233 537 1.0
233 538 1.0
233 539 1.0
233 540 1.0
233 541 3.0
233 542 1.0
233 543 1.0
233 544 1.0
233 545 1.0
233 546 1.0
233 547 1.0
233 548 1.0
233 549 3.0
233 550 2.0
233 551 1.0
233 553 2.0
233 554 1.0
233 556 1.0
233 558 1.0
233 559 1.0
233 560 3.0
233 561 2.0
233 562 1.0
233 563 1.0
233 564 6.0
233 565 1.0
233 566 1.0
233 567 1.0
233 568 2.0
233 569 3.0
235 232 2.0
235 291 1.0
235 622 1.0
235 1218 1.0
236 9 1.0
236 12 1.0
236 39 3.0
236 45 1.0
236 232 3.0
236 275 1.0
236 287 1.0
236 377 2.0
236 393 1.0
236 401 1.0
236 447 3.0
236 545 1.0
236 573 12.0
236 626 1.0
236 654 1.0
236 675 1.0
236 763 1.0
236 779 1.0
236 821 1.0
236 890 1.0
236 892 1.0
236 1028 1.0
236 1093 1.0
236 1157 4.0
236 1329 1.0
236 1330 1.0
236 1331 1.0
237 4 2.0
237 84 1.0
237 105 2.0
237 134 1.0
237 207 1.0
237 232 6.0
237 332 2.0
237 407 1.0
237 473 3.0
237 926 1.0
237 947 2.0
237 1068 1.0
237 1335 1.0
237 1336 1.0
238 5 2.0
238 228 1.0
238 232 2.0
238 274 4.0
238 451 7.0
238 453 1.0
238 711 2.0
239 80 1.0
239 232 4.0
239 290 1.0
240 19 1.0
240 93 1.0
240 232 1.0
240 766 1.0
241 5 5.0
241 8 1.0
241 21 1.0
241 38 1.0
241 41 1.0
241 45 2.0
241 51 2.0
241 58 1.0
241 83 1.0
241 232 2.0
241 235 1.0
241 274 1.0
241 290 1.0
241 300 1.0
241 332 1.0
241 337 1.0
241 451 1.0
241 516 1.0
241 574 2.0
241 748 1.0
241 794 1.0
242 9 1.0
242 19 27.0
242 21 66.0
242 50 3.0
242 175 1.0
242 232 2.0
242 285 2.0
242 327 1.0
242 381 1.0
242 447 3.0
242 448 6.0
242 451 3.0
242 460 1.0
242 533 9.0
242 574 2.0
242 799 1.0
243 105 1.0
243 207 1.0
243 232 2.0
243 274 1.0
243 339 1.0
243 694 1.0
243 736 2.0
243 755 1.0
243 762 2.0
244 4 1.0
244 20 2.0
244 45 4.0
244 51 14.0
244 205 4.0
244 209 9.0
244 216 1.0
244 232 5.0
244 266 2.0
244 274 4.0
244 287 1.0
244 305 1.0
244 307 1.0
244 316 1.0
244 331 1.0
244 332 3.0
244 335 9.0
244 336 5.0
244 343 1.0
244 360 1.0
244 393 3.0
244 449 1.0
244 454 1.0
244 462 2.0
244 516 3.0
244 551 2.0
244 617 1.0
244 631 1.0
244 635 1.0
244 642 1.0
244 695 1.0
244 733 1.0
244 742 2.0
244 869 2.0
244 886 1.0
244 894 1.0
244 985 1.0
244 1050 2.0
244 1208 2.0
244 1382 1.0
245 61 1.0
245 89 2.0
245 232 2.0
245 457 6.0
245 756 2.0
245 958 1.0
245 1118 1.0
245 1444 3.0
246 21 10.0
246 45 11.0
246 51 5.0
246 207 1.0
246 227 5.0
246 228 7.0
246 232 9.0
246 245 2.0
246 280 1.0
246 290 2.0
246 306 2.0
246 307 6.0
246 332 3.0
246 336 14.0
246 343 6.0
246 356 1.0
246 450 7.0
246 451 1.0
246 460 2.0
246 473 6.0
246 539 1.0
246 552 1.0
246 631 7.0
246 633 25.0
246 694 1.0
246 887 2.0
246 1314 1.0
246 1512 1.0
247 12 1.0
247 19 1.0
247 47 1.0
247 66 1.0
247 87 4.0
247 107 3.0
247 226 2.0
247 227 2.0
247 232 5.0
247 275 2.0
247 287 1.0
247 313 1.0
247 347 1.0
247 356 1.0
247 446 1.0
247 448 2.0
247 459 1.0
247 475 1.0
247 507 1.0
247 522 1.0
247 523 1.0
247 524 2.0
247 545 1.0
247 652 1.0
247 717 1.0
247 777 2.0
247 797 1.0
247 1005 2.0
247 1118 1.0
247 1295 2.0
248 5 2.0
248 19 1.0
248 65 3.0
248 232 1.0
248 659 2.0
248 868 2.0
248 1021 3.0
249 93 8.0
249 175 1.0
249 232 2.0
249 274 1.0
249 290 1.0
249 355 5.0
249 377 4.0
249 409 2.0
249 516 3.0
249 613 1.0
249 890 3.0
249 979 1.0
249 1532 3.0
249 1840 1.0
250 28 5.0
250 31 1.0
250 32 4.0
250 50 6.0
250 51 2.0
250 175 2.0
250 202 1.0
250 232 3.0
250 344 3.0
250 377 4.0
250 388 3.0
250 412 18.0
250 418 11.0
250 480 7.0
250 501 4.0
250 533 4.0
250 552 5.0
250 632 1.0
250 633 2.0
250 667 5.0
250 757 39.0
250 794 3.0
250 800 7.0
250 901 3.0
250 943 1.0
250 993 1.0
250 1272 2.0
250 1295 7.0
250 1326 3.0
250 1882 1.0
251 232 1.0
251 1587 1.0
254 9 13.0
254 19 1.0
254 36 3.0
254 54 1.0
254 55 1.0
254 70 15.0
254 71 11.0
254 83 1.0
254 93 81.0
254 103 4.0
254 105 1.0
254 108 44.0
254 122 3.0
254 123 15.0
254 125 1.0
254 155 11.0
254 163 5.0
254 176 5.0
254 197 3.0
254 198 1.0
254 207 19.0
254 213 1.0
254 215 1.0
254 223 3.0
254 228 1.0
254 232 19.0
254 246 2.0
254 270 2.0
254 275 1.0
254 280 9.0
254 281 2.0
254 290 35.0
254 300 1.0
254 302 24.0
254 309 1.0
254 312 6.0
254 316 19.0
254 319 5.0
254 325 1.0
254 329 2.0
254 332 8.0
254 337 1.0
254 339 5.0
254 340 1.0
254 344 2.0
254 346 3.0
254 348 1.0
254 359 5.0
254 364 3.0
254 367 89.0
254 368 1.0
254 372 2.0
254 386 2.0
254 392 12.0
254 393 1.0
254 440 1.0
254 441 2.0
254 442 3.0
254 443 1.0
254 444 1.0
254 445 2.0
254 446 1.0
254 448 6.0
254 450 3.0
254 451 1.0
254 452 2.0
254 453 5.0
254 454 1.0
254 455 2.0
254 456 11.0
254 458 9.0
254 459 2.0
254 460 1.0
254 461 7.0
254 462 1.0
254 463 4.0
254 464 1.0
254 465 3.0
254 467 12.0
254 468 1.0
254 469 2.0
254 470 2.0
254 471 2.0
254 472 4.0
254 473 4.0
254 474 3.0
254 475 1.0
254 476 2.0
254 477 1.0
254 479 9.0
254 480 6.0
254 481 1.0
254 482 1.0
254 483 2.0
254 484 2.0
254 485 1.0
254 486 5.0
254 487 1.0
254 488 1.0
254 489 1.0
254 490 8.0
254 491 1.0
254 492 3.0
254 493 1.0
254 494 1.0
254 495 2.0
254 496 2.0
254 501 1.0
254 502 2.0
254 504 2.0
260 570 2.0
263 41 2.0
263 48 1.0
263 63 2.0
263 207 1.0
263 275 2.0
263 305 1.0
263 327 1.0
263 520 1.0
263 521 1.0
263 534 1.0
263 616 1.0
263 640 1.0
263 646 1.0
263 689 1.0
263 690 1.0
263 693 1.0
263 695 1.0
266 196 10.0
266 426 1.0
266 599 1.0
266 912 1.0
267 53 1.0
267 268 1.0
267 939 1.0
270 3 1.0
270 5 19.0
270 11 3.0
270 36 2.0
270 45 10.0
270 48 1.0
270 53 2.0
270 54 1.0
270 63 1.0
270 70 7.0
270 76 1.0
270 80 2.0
270 83 18.0
270 84 1.0
270 105 9.0
270 134 2.0
270 173 3.0
270 198 1.0
270 207 2.0
270 232 4.0
270 235 1.0
270 241 2.0
270 247 1.0
270 266 4.0
270 274 4.0
270 287 1.0
270 290 1.0
270 299 2.0
270 300 1.0
270 306 2.0
270 321 1.0
270 325 1.0
270 327 1.0
270 333 1.0
270 347 1.0
270 350 2.0
270 356 1.0
270 361 1.0
270 369 1.0
270 376 1.0
270 388 1.0
270 392 2.0
270 397 1.0
270 403 1.0
270 407 1.0
270 413 1.0
270 431 1.0
270 435 1.0
270 461 1.0
270 475 1.0
270 506 1.0
270 520 1.0
270 522 2.0
270 538 1.0
270 548 2.0
270 560 1.0
270 574 7.0
270 575 1.0
270 610 2.0
270 617 1.0
270 652 2.0
270 658 1.0
270 669 2.0
270 675 2.0
270 683 1.0
270 697 1.0
270 715 1.0
270 748 1.0
270 758 1.0
270 762 2.0
270 849 2.0
270 865 2.0
270 888 2.0
270 890 1.0
270 893 5.0
270 970 1.0
270 971 1.0
270 972 1.0
270 973 2.0
270 974 1.0
270 975 1.0
270 977 1.0
270 981 1.0
270 982 2.0
270 983 1.0
270 985 1.0
270 986 1.0
270 987 4.0
270 988 1.0
270 990 1.0
270 991 2.0
270 992 1.0
270 994 1.0
270 995 1.0
270 996 1.0
270 997 2.0
270 998 1.0
270 999 2.0
272 1035 1.0
273 196 1.0
274 36 10.0
274 44 2.0
274 69 1.0
274 196 3.0
274 309 1.0
274 1066 5.0
275 5 2.0
276 446 2.0
276 701 2.0
276 708 3.0
277 690 1.0
278 365 1.0
278 386 1.0
278 548 1.0
278 574 13.0
278 651 1.0
278 695 1.0
280 7 1.0
280 36 10.0
280 41 1.0
280 155 2.0
280 197 1.0
280 326 1.0
280 344 1.0
280 1180 1.0
284 39 2.0
284 445 2.0
284 1211 1.0
284 1213 1.0
285 77 8.0
285 143 1.0
285 196 8.0
287 267 2.0
290 5 6.0
290 50 3.0
290 196 20.0
290 699 1.0
290 868 9.0
291 5 9.0
292 275 1.0
293 5 2.0
293 58 4.0
293 59 2.0
293 426 1.0
293 521 1.0
293 548 1.0
293 658 1.0
293 736 1.0
293 1284 1.0
295 7 1.0
295 48 1.0
295 52 1.0
295 233 3.0
295 278 1.0
295 954 27.0
296 626 1.0
296 948 1.0
296 1066 3.0
297 280 6.0
299 196 2.0
300 16 2.0
300 36 3.0
300 40 10.0
300 59 2.0
300 236 2.0
300 278 3.0
300 445 3.0
300 621 7.0
300 715 3.0
300 866 2.0
300 914 2.0
300 1190 1.0
300 1254 1.0
300 1341 1.0
302 9 4.0
302 36 50.0
302 263 9.0
302 270 4.0
302 275 3.0
302 299 1.0
302 441 1.0
302 445 1.0
302 586 6.0
302 713 2.0
302 954 1.0
302 1376 5.0
302 1377 1.0
303 7 1.0
303 40 13.0
303 70 1.0
303 77 1.0
303 236 3.0
303 445 2.0
303 460 1.0
303 476 2.0
303 797 1.0
303 810 4.0
303 1386 1.0
303 1388 1.0
305 71 6.0
305 196 3.0
305 237 3.0
305 699 1.0
306 1 1.0
306 263 23.0
306 272 1.0
306 278 1.0
306 574 2.0
306 701 5.0
306 732 50.0
306 874 1.0
307 18 2.0
307 40 2.0
307 71 2.0
307 196 6.0
307 237 1.0
307 263 4.0
307 445 3.0
307 583 1.0
307 868 2.0
307 874 4.0
307 987 1.0
307 1079 1.0
307 1118 1.0
307 1156 5.0
308 626 3.0
309 18 1.0
309 71 4.0
309 236 1.0
309 626 14.0
309 816 1.0
309 865 5.0
309 869 6.0
309 914 3.0
309 1015 3.0
310 11 1.0
310 45 1.0
310 200 4.0
310 263 6.0
310 270 3.0
312 5 1.0
312 18 3.0
312 48 2.0
312 50 2.0
312 236 2.0
312 237 4.0
312 905 3.0
312 1462 2.0
313 75 2.0
313 254 3.0
313 270 1.0
313 1185 1.0
314 58 3.0
314 60 2.0
314 70 5.0
314 91 1.0
314 266 2.0
314 303 6.0
314 452 2.0
314 534 1.0
314 615 2.0
314 651 1.0
314 715 7.0
314 903 3.0
314 917 2.0
314 950 2.0
314 1038 1.0
314 1192 10.0
314 1363 1.0
314 1465 1.0
314 1466 1.0
315 207 2.0
315 300 1.0
315 699 3.0
316 39 56.0
316 43 4.0
316 44 5.0
316 58 1.0
316 63 6.0
316 65 4.0
316 66 11.0
316 77 10.0
316 197 2.0
316 237 2.0
316 332 1.0
316 581 1.0
316 583 1.0
316 601 6.0
316 605 1.0
316 626 1.0
316 715 13.0
316 718 2.0
316 731 1.0
316 865 1.0
316 931 1.0
316 951 1.0
316 954 10.0
316 971 2.0
316 1002 2.0
316 1015 2.0
316 1069 1.0
316 1254 1.0
316 1367 1.0
317 44 4.0
317 47 1.0
317 62 3.0
317 66 1.0
317 77 3.0
317 197 1.0
317 205 4.0
317 238 2.0
317 254 3.0
317 445 1.0
317 626 3.0
317 903 1.0
317 1002 5.0
318 236 3.0
318 457 22.0
318 626 10.0
318 1066 3.0
318 1111 3.0
319 19 2.0
319 58 1.0
319 194 2.0
319 211 4.0
319 232 2.0
319 233 36.0
319 238 1.0
319 263 1.0
319 282 2.0
319 300 1.0
319 445 3.0
319 626 3.0
319 699 4.0
319 711 3.0
319 715 1.0
319 760 3.0
319 865 1.0
319 944 1.0
319 1066 4.0
319 1368 1.0
321 53 3.0
321 77 6.0
321 314 2.0
321 1002 1.0
321 1192 3.0
321 1287 12.0
322 43 3.0
322 50 9.0
322 58 2.0
322 66 11.0
322 197 1.0
322 442 1.0
322 718 2.0
322 719 3.0
322 797 4.0
322 865 2.0
322 874 1.0
322 1002 2.0
322 1003 1.0
322 1067 1.0
322 1530 1.0
323 43 4.0
323 58 3.0
323 457 22.0
323 586 15.0
324 40 1.0
324 77 3.0
324 456 3.0
325 7 3.0
325 39 31.0
325 43 5.0
325 53 1.0
325 55 9.0
325 65 3.0
325 69 1.0
325 115 5.0
325 131 2.0
325 156 1.0
325 236 10.0
325 263 4.0
325 362 1.0
325 447 5.0
325 456 4.0
325 457 4.0
325 485 1.0
325 583 10.0
325 719 6.0
325 813 1.0
325 903 3.0
325 954 4.0
325 1363 4.0
326 9 2.0
326 208 1.0
326 213 4.0
326 291 3.0
326 299 2.0
326 314 4.0
326 315 2.0
326 318 1.0
326 322 1.0
326 456 3.0
326 460 2.0
326 521 1.0
326 574 1.0
326 617 1.0
326 640 1.0
326 736 1.0
326 889 1.0
326 951 1.0
326 1001 1.0
326 1111 4.0
326 1382 1.0
327 5 3.0
327 77 5.0
327 233 6.0
327 254 20.0
327 293 1.0
327 626 2.0
327 865 2.0
327 957 1.0
329 7 2.0
329 719 2.0
329 760 6.0
329 1004 4.0
329 1005 2.0
329 1171 1.0
330 18 6.0
330 40 5.0
330 49 2.0
330 50 12.0
330 55 1.0
330 65 2.0
330 71 3.0
330 236 3.0
330 237 11.0
330 242 26.0
330 278 1.0
330 326 1.0
330 445 9.0
330 583 14.0
330 732 1.0
330 865 3.0
330 868 28.0
330 1240 1.0
330 1254 11.0
330 1332 1.0
330 1393 1.0
330 1406 44.0
331 43 4.0
331 45 1.0
331 65 4.0
331 72 1.0
331 95 2.0
331 144 1.0
331 197 5.0
331 237 4.0
331 445 2.0
331 699 2.0
331 708 3.0
331 719 3.0
331 760 2.0
331 938 8.0
331 954 2.0
331 1002 1.0
331 1111 4.0
331 1345 1.0
332 5 4.0
332 38 1.0
332 43 2.0
332 44 3.0
332 47 1.0
332 48 1.0
332 58 3.0
332 65 3.0
332 66 12.0
332 75 2.0
332 83 3.0
332 84 3.0
332 85 7.0
332 86 2.0
332 94 4.0
332 102 1.0
332 198 2.0
332 200 5.0
332 205 5.0
332 233 4.0
332 236 2.0
332 270 6.0
332 293 1.0
332 325 1.0
332 445 7.0
332 447 1.0
332 487 1.0
332 519 1.0
332 583 10.0
332 636 2.0
332 637 6.0
332 693 1.0
332 716 2.0
332 719 9.0
332 760 18.0
332 761 1.0
332 802 1.0
332 905 2.0
332 950 1.0
332 958 3.0
332 960 6.0
332 992 1.0
332 1002 6.0
332 1007 3.0
332 1015 1.0
332 1277 2.0
332 1410 1.0
332 1472 1.0
332 1529 2.0
332 1599 1.0
333 40 1.0
333 445 3.0
333 719 6.0
334 205 3.0
334 270 2.0
334 719 4.0
334 760 2.0
334 865 3.0
335 15 9.0
335 19 4.0
335 21 3.0
335 36 10.0
335 37 1.0
335 45 1.0
335 71 6.0
335 72 4.0
335 85 2.0
335 107 1.0
335 197 27.0
335 198 1.0
335 200 5.0
335 201 1.0
335 236 9.0
335 237 3.0
335 240 2.0
335 242 1.0
335 246 2.0
335 254 10.0
335 280 2.0
335 326 8.0
335 331 2.0
335 445 44.0
335 575 13.0
335 586 1.0
335 706 1.0
335 708 4.0
335 715 2.0
335 716 1.0
335 719 7.0
335 865 13.0
335 917 3.0
335 953 1.0
335 958 1.0
335 1016 2.0
335 1046 1.0
335 1214 1.0
335 1232 1.0
335 1332 12.0
335 1335 21.0
335 1363 1.0
335 1406 42.0
335 1418 1.0
335 1471 1.0
335 1609 1.0
336 5 4.0
336 7 3.0
336 49 7.0
336 61 5.0
336 65 4.0
336 71 2.0
336 88 3.0
336 94 5.0
336 95 10.0
336 197 1.0
336 237 4.0
336 326 5.0
336 460 1.0
336 463 7.0
336 583 7.0
336 653 1.0
336 699 7.0
336 719 3.0
336 732 2.0
336 796 1.0
336 868 6.0
336 874 2.0
336 903 1.0
336 954 2.0
336 958 1.0
336 972 1.0
336 1332 14.0
336 1381 1.0
336 1476 1.0
337 5 7.0
337 21 7.0
337 26 1.0
337 39 2.0
337 40 2.0
337 44 3.0
337 47 2.0
337 48 2.0
337 50 2.0
337 55 8.0
337 63 8.0
337 66 2.0
337 69 1.0
337 71 1.0
337 75 1.0
337 77 3.0
337 79 4.0
337 80 1.0
337 83 1.0
337 84 9.0
337 88 2.0
337 95 2.0
337 119 1.0
337 161 1.0
337 166 1.0
337 196 5.0
337 203 2.0
337 213 2.0
337 215 2.0
337 216 4.0
337 218 4.0
337 223 2.0
337 224 1.0
337 225 2.0
337 236 1.0
337 237 28.0
337 327 1.0
337 345 1.0
337 354 1.0
337 445 7.0
337 454 1.0
337 468 1.0
337 499 1.0
337 520 1.0
337 521 1.0
337 575 10.0
337 580 2.0
337 583 11.0
337 586 1.0
337 605 1.0
337 626 6.0
337 637 2.0
337 655 1.0
337 705 2.0
337 715 3.0
337 719 2.0
337 720 1.0
337 722 3.0
337 730 1.0
337 760 2.0
337 761 1.0
337 814 11.0
337 865 3.0
337 868 5.0
337 869 3.0
337 872 1.0
337 876 2.0
337 903 2.0
337 905 3.0
337 918 2.0
337 947 1.0
337 959 3.0
337 960 2.0
337 1002 4.0
337 1003 1.0
337 1041 3.0
337 1065 3.0
337 1111 3.0
337 1116 1.0
337 1160 1.0
337 1210 1.0
337 1215 1.0
337 1234 1.0
337 1287 2.0
337 1289 1.0
337 1299 1.0
337 1302 3.0
337 1349 3.0
337 1369 3.0
337 1384 4.0
337 1393 1.0
337 1466 1.0
337 1519 1.0
337 1595 1.0
337 1619 3.0
338 5 2.0
338 7 1.0
338 19 6.0
338 24 10.0
338 49 4.0
338 50 2.0
338 61 2.0
338 75 5.0
338 88 4.0
338 211 2.0
338 216 1.0
338 237 4.0
338 244 3.0
338 263 1.0
338 280 5.0
338 326 2.0
338 331 2.0
338 451 1.0
338 460 1.0
338 463 6.0
338 519 1.0
338 580 1.0
338 586 5.0
338 587 2.0
338 638 4.0
338 699 3.0
338 868 2.0
338 874 1.0
338 889 1.0
338 1050 1.0
338 1112 1.0
338 1156 8.0
338 1257 4.0
338 1335 5.0
339 85 2.0
339 197 1.0
339 445 6.0
339 693 3.0
339 795 3.0
339 954 8.0
339 1367 2.0
340 4 10.0
340 7 2.0
340 11 2.0
340 15 38.0
340 37 6.0
340 42 10.0
340 43 2.0
340 45 37.0
340 48 1.0
340 58 3.0
340 60 1.0
340 71 6.0
340 72 6.0
340 75 2.0
340 77 5.0
340 89 4.0
340 107 1.0
340 127 1.0
340 195 1.0
340 210 12.0
340 216 3.0
340 229 1.0
340 231 10.0
340 242 10.0
340 270 6.0
340 282 2.0
340 323 4.0
340 338 5.0
340 457 25.0
340 521 11.0
340 587 3.0
340 609 1.0
340 615 2.0
340 621 1.0
340 626 3.0
340 631 17.0
340 633 44.0
340 639 1.0
340 699 7.0
340 771 3.0
340 796 1.0
340 800 12.0
340 869 2.0
340 918 1.0
340 953 1.0
340 965 1.0
340 966 1.0
340 1005 1.0
340 1007 1.0
340 1046 1.0
340 1231 1.0
340 1254 1.0
340 1270 1.0
340 1280 2.0
340 1386 1.0
340 1414 1.0
340 1636 1.0
340 1637 2.0
341 5 10.0
341 36 24.0
341 45 24.0
341 58 10.0
341 196 20.0
341 205 3.0
341 211 30.0
341 215 6.0
341 270 5.0
341 335 1.0
341 340 1.0
341 445 6.0
341 451 3.0
341 630 2.0
341 719 10.0
341 907 3.0
341 1085 1.0
341 1112 1.0
342 943 2.0
343 5 1.0
343 18 17.0
343 50 2.0
343 61 2.0
343 65 4.0
343 242 8.0
343 445 2.0
343 691 9.0
343 756 2.0
343 865 2.0
343 905 3.0
